"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat --output /opt/dstat/test.csv",,,,"Date:","14 Feb 2023 09:44:16 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
0.376,0.627,93.664,5.332,0.0,0.0,294912.0,392704.0,6120.0,0.0,0.0,229376.0,2084.0,2262.0
1.389,1.452,93.308,3.788,0.0,0.063,11669504.0,796160.0,7560.0,0.0,0.0,753664.0,3962.0,4399.0
5.317,4.676,88.725,0.577,0.0,0.705,84205568.0,15984640.0,13236.0,0.0,0.0,23982080.0,11624.0,10741.0
4.567,5.457,48.102,38.078,0.0,3.796,439429120.0,106155008.0,17277.0,60.0,114688.0,102924288.0,21802.0,7784.0
6.058,4.281,68.336,20.275,0.0,1.050,99823616.0,43432448.0,11256.0,0.0,32768.0,33751040.0,8422.0,6836.0
2.001,2.195,92.059,3.551,0.0,0.194,58281984.0,912384.0,13596.0,0.0,0.0,0.0,6076.0,5714.0
6.028,1.459,91.180,1.142,0.0,0.190,19603456.0,239616.0,11520.0,0.0,0.0,61440.0,4685.0,4127.0
0.689,0.313,98.997,0.0,0.0,0.0,0.0,62464.0,7560.0,0.0,0.0,0.0,1443.0,1474.0
1.321,0.755,97.862,0.0,0.0,0.063,11116544.0,140800.0,6840.0,0.0,0.0,0.0,2591.0,2422.0
3.397,1.346,94.679,0.064,0.0,0.513,1400832.0,283648.0,7020.0,0.0,0.0,0.0,3884.0,3685.0
0.564,0.251,99.185,0.0,0.0,0.0,8192.0,2623488.0,6756.0,0.0,0.0,0.0,1555.0,1439.0
0.754,0.251,98.995,0.0,0.0,0.0,8192.0,61952.0,11616.0,0.0,0.0,0.0,1916.0,1632.0
3.344,0.757,95.205,0.631,0.0,0.063,10932224.0,80896.0,10896.0,0.0,49152.0,0.0,2953.0,2597.0
0.063,1.132,98.742,0.0,0.0,0.063,5021696.0,14987264.0,7380.0,0.0,0.0,14983168.0,1399.0,1169.0
0.188,0.251,99.499,0.0,0.0,0.063,1822720.0,2953216.0,5220.0,0.0,32768.0,0.0,1397.0,1508.0
0.377,0.377,99.183,0.0,0.0,0.063,30724096.0,413184.0,5532.0,0.0,16384.0,0.0,2138.0,2361.0
0.0,0.063,99.812,0.063,0.0,0.063,1482752.0,0.0,3486.0,0.0,12288.0,0.0,871.0,1120.0
0.315,0.568,99.117,0.0,0.0,0.0,1290240.0,256000.0,4092.0,0.0,110592.0,0.0,1779.0,2201.0
0.063,0.125,99.812,0.0,0.0,0.0,323584.0,13824.0,4152.0,0.0,0.0,0.0,946.0,1189.0
0.314,0.377,99.247,0.0,0.0,0.063,114688.0,112128.0,4152.0,0.0,98304.0,0.0,2021.0,2888.0
0.501,0.250,99.186,0.0,0.0,0.063,0.0,182272.0,3696.0,0.0,0.0,0.0,1248.0,1423.0
0.252,0.189,99.560,0.0,0.0,0.0,86016.0,27648.0,5580.0,0.0,0.0,0.0,1263.0,1409.0
1.328,1.012,97.407,0.0,0.0,0.253,1581056.0,6144.0,6660.0,0.0,16384.0,0.0,3802.0,5551.0
0.125,0.063,99.812,0.0,0.0,0.0,0.0,0.0,10080.0,0.0,0.0,0.0,1056.0,1217.0
0.0,0.062,99.938,0.0,0.0,0.0,0.0,101376.0,11160.0,0.0,0.0,0.0,1052.0,1188.0
0.0,0.126,99.874,0.0,0.0,0.0,0.0,80384.0,13698.0,0.0,0.0,0.0,1641.0,1725.0
0.500,0.250,99.124,0.063,0.0,0.063,4694016.0,178688.0,15522.0,0.0,0.0,0.0,1742.0,1836.0
0.188,0.063,99.749,0.0,0.0,0.0,0.0,13824.0,11256.0,0.0,0.0,0.0,1323.0,1416.0
0.0,0.125,99.812,0.0,0.0,0.063,0.0,6144.0,13233.0,1339.0,0.0,0.0,1161.0,1474.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,9180.0,0.0,0.0,0.0,1070.0,1267.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,101376.0,8820.0,0.0,0.0,0.0,1019.0,1132.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,100864.0,9486.0,0.0,0.0,0.0,820.0,987.0
0.252,0.252,99.434,0.0,0.0,0.063,0.0,42496.0,10980.0,0.0,0.0,0.0,1431.0,1630.0
0.187,0.187,99.563,0.0,0.0,0.062,0.0,67584.0,10776.0,60.0,0.0,0.0,1309.0,1492.0
0.0,0.063,99.937,0.0,0.0,0.0,16384.0,51200.0,11859.0,0.0,16384.0,0.0,1167.0,1485.0
0.125,0.188,99.624,0.0,0.0,0.063,77824.0,9728.0,14169.0,0.0,77824.0,0.0,1437.0,1709.0
0.063,0.063,99.875,0.0,0.0,0.0,20480.0,0.0,5316.0,0.0,20480.0,0.0,1000.0,1245.0
0.063,0.0,99.875,0.0,0.0,0.063,32768.0,98304.0,4320.0,0.0,32768.0,0.0,1019.0,1241.0
0.564,0.251,99.185,0.0,0.0,0.0,0.0,59392.0,5181.0,0.0,0.0,0.0,1180.0,1337.0
0.752,0.125,99.060,0.0,0.0,0.063,45056.0,116224.0,5049.0,0.0,0.0,0.0,1083.0,1163.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,177664.0,4140.0,0.0,0.0,0.0,762.0,995.0
0.689,0.188,99.123,0.0,0.0,0.0,2789376.0,0.0,6300.0,0.0,0.0,0.0,1318.0,1524.0
1.008,0.693,98.110,0.0,0.0,0.189,2547712.0,0.0,9147.0,0.0,4096.0,0.0,3086.0,3919.0
0.0,0.191,99.809,0.0,0.0,0.0,2760704.0,135168.0,12963.0,0.0,4096.0,0.0,1456.0,1398.0
0.188,0.314,99.435,0.0,0.0,0.063,0.0,35328.0,12462.0,0.0,0.0,0.0,1422.0,1434.0
0.188,0.251,99.498,0.0,0.0,0.063,4096.0,645120.0,14040.0,0.0,4096.0,0.0,1718.0,1668.0
0.063,0.377,99.560,0.0,0.0,0.0,188416.0,23040.0,15660.0,0.0,57344.0,0.0,2016.0,2399.0
0.314,0.251,99.372,0.0,0.0,0.063,4096.0,0.0,13140.0,0.0,4096.0,0.0,1984.0,1908.0
0.0,0.126,99.874,0.0,0.0,0.0,0.0,215552.0,11880.0,0.0,0.0,0.0,1532.0,1731.0
0.251,0.439,99.184,0.063,0.0,0.063,241664.0,159744.0,12060.0,0.0,36864.0,0.0,2087.0,2579.0
1.024,0.448,98.464,0.0,0.0,0.064,2179072.0,184320.0,9180.0,0.0,0.0,0.0,2338.0,2797.0
1.211,1.721,96.941,0.127,0.0,0.0,0.0,58880.0,8472.0,0.0,0.0,0.0,11198.0,2921.0
0.952,0.762,98.159,0.063,0.0,0.063,0.0,6144.0,9762.0,0.0,0.0,0.0,5213.0,3270.0
0.955,0.318,98.662,0.0,0.0,0.064,1966080.0,0.0,10440.0,0.0,0.0,0.0,2683.0,2221.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,110592.0,11847.0,0.0,0.0,0.0,1021.0,1156.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,166400.0,17091.0,0.0,0.0,0.0,989.0,1119.0
0.189,0.314,99.434,0.0,0.0,0.063,0.0,83456.0,8820.0,0.0,0.0,0.0,1303.0,1455.0
0.126,0.252,99.622,0.0,0.0,0.0,0.0,66560.0,5580.0,0.0,0.0,0.0,1397.0,1659.0
0.0,0.063,99.937,0.0,0.0,0.0,4096.0,6656.0,5991.0,1339.0,0.0,0.0,1102.0,1541.0
0.063,0.188,99.686,0.0,0.0,0.063,0.0,0.0,4596.0,0.0,0.0,0.0,1168.0,1577.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,111616.0,5178.0,0.0,0.0,0.0,889.0,1156.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,125440.0,3780.0,0.0,0.0,0.0,746.0,965.0
0.509,0.827,98.472,0.0,0.0,0.191,20480.0,44032.0,4500.0,0.0,12288.0,0.0,2719.0,3737.0
0.188,0.188,99.623,0.0,0.0,0.0,0.0,43008.0,6900.0,60.0,0.0,0.0,1205.0,1358.0
0.063,0.125,99.749,0.0,0.0,0.063,4096.0,122880.0,7560.0,0.0,4096.0,0.0,1036.0,1344.0
0.126,0.189,99.685,0.0,0.0,0.0,0.0,0.0,11340.0,0.0,0.0,0.0,1238.0,1367.0
0.063,0.0,99.937,0.0,0.0,0.0,0.0,0.0,13500.0,0.0,0.0,0.0,1045.0,1193.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,114688.0,14676.0,0.0,0.0,0.0,1088.0,1198.0
0.252,0.252,99.434,0.0,0.0,0.063,0.0,31744.0,15258.0,0.0,0.0,0.0,1528.0,1518.0
0.063,0.126,99.748,0.0,0.0,0.063,0.0,48640.0,11700.0,0.0,0.0,0.0,1048.0,1297.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,177664.0,11520.0,0.0,0.0,0.0,922.0,1099.0
0.251,0.251,99.497,0.0,0.0,0.0,4096.0,28160.0,9360.0,0.0,4096.0,0.0,1202.0,1373.0
0.252,0.252,99.433,0.063,0.0,0.0,0.0,45056.0,10440.0,0.0,0.0,0.0,1438.0,1563.0
0.0,0.063,99.875,0.0,0.0,0.063,0.0,118784.0,8820.0,0.0,0.0,0.0,906.0,1075.0
0.126,0.189,99.686,0.0,0.0,0.0,0.0,156160.0,11226.0,0.0,0.0,0.0,1413.0,1497.0
0.0,0.188,99.749,0.0,0.0,0.063,0.0,289280.0,10668.0,0.0,0.0,0.0,1044.0,1239.0
0.0,0.125,99.875,0.0,0.0,0.0,430080.0,0.0,12711.0,0.0,40960.0,0.0,1150.0,1369.0
0.189,0.379,99.432,0.0,0.0,0.0,118784.0,20480.0,8604.0,0.0,118784.0,0.0,1746.0,2326.0
0.0,0.063,99.937,0.0,0.0,0.0,299008.0,0.0,6366.0,0.0,53248.0,0.0,956.0,1232.0
0.251,0.565,99.121,0.0,0.0,0.063,49152.0,336896.0,4380.0,0.0,49152.0,0.0,1968.0,2789.0
0.126,0.252,99.559,0.0,0.0,0.063,0.0,28672.0,4560.0,0.0,0.0,0.0,1128.0,1350.0
0.0,0.126,99.874,0.0,0.0,0.0,0.0,159232.0,4626.0,0.0,0.0,0.0,1039.0,1250.0
0.189,0.756,98.929,0.0,0.0,0.126,36864.0,16384.0,5967.0,0.0,36864.0,0.0,3056.0,4240.0
0.188,0.126,99.686,0.0,0.0,0.0,0.0,0.0,4236.0,0.0,0.0,0.0,875.0,1087.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,133120.0,5856.0,0.0,0.0,0.0,802.0,1059.0
0.0,0.062,99.813,0.062,0.0,0.062,0.0,124416.0,9276.0,0.0,0.0,0.0,1014.0,1141.0
0.251,0.251,99.497,0.0,0.0,0.0,28672.0,61952.0,10026.0,0.0,28672.0,0.0,1352.0,1459.0
0.063,0.126,99.749,0.0,0.0,0.063,0.0,43008.0,12432.0,0.0,0.0,0.0,1190.0,1466.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,6656.0,13827.0,1339.0,0.0,0.0,1130.0,1295.0
0.063,0.188,99.435,0.251,0.0,0.063,7684096.0,111104.0,35109.0,94549.0,274432.0,0.0,1843.0,1852.0
0.0,0.126,98.928,0.820,0.0,0.126,6668288.0,14336.0,79465.0,8072858.0,0.0,0.0,2565.0,1456.0
0.632,0.884,97.347,1.011,0.0,0.126,5849088.0,90112.0,31534.0,65754.0,77824.0,0.0,4205.0,5318.0
0.252,0.378,99.370,0.0,0.0,0.0,0.0,31232.0,15611.0,617.0,0.0,0.0,1942.0,1948.0
0.568,0.126,99.243,0.0,0.0,0.063,0.0,49152.0,20856.0,60.0,0.0,0.0,1773.0,1504.0
0.063,0.188,99.686,0.0,0.0,0.063,45056.0,86016.0,21240.0,0.0,45056.0,0.0,1878.0,2010.0
0.188,0.188,99.499,0.0,0.0,0.125,65536.0,0.0,12060.0,0.0,65536.0,0.0,1637.0,1723.0
0.0,0.063,99.937,0.0,0.0,0.0,24576.0,106496.0,12027.0,0.0,24576.0,0.0,1219.0,1260.0
0.063,0.063,99.812,0.0,0.0,0.063,20480.0,0.0,28642.0,1184816.0,20480.0,0.0,1364.0,1281.0
1.141,0.887,97.529,0.317,0.0,0.127,385024.0,32768.0,36214.0,333012.0,12288.0,0.0,4686.0,4871.0
0.251,0.126,99.623,0.0,0.0,0.0,0.0,95744.0,16476.0,0.0,0.0,0.0,1535.0,1402.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,343040.0,16476.0,0.0,0.0,0.0,1078.0,1110.0
0.063,0.126,99.749,0.0,0.0,0.063,0.0,0.0,8736.0,0.0,0.0,0.0,1293.0,1405.0
0.566,0.818,98.364,0.126,0.0,0.126,393216.0,7168.0,15442.0,488148.0,24576.0,0.0,3865.0,4845.0
0.692,0.315,98.930,0.0,0.0,0.063,24576.0,95232.0,4827.0,0.0,24576.0,0.0,1835.0,2101.0
0.188,0.188,99.624,0.0,0.0,0.0,0.0,61952.0,7467.0,0.0,0.0,0.0,1064.0,1257.0
0.188,0.188,99.562,0.0,0.0,0.063,0.0,530944.0,4152.0,0.0,0.0,0.0,1094.0,1237.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,11264.0,7380.0,0.0,0.0,0.0,1069.0,1148.0
3.532,0.771,95.633,0.0,0.0,0.064,8994816.0,11776.0,8998.0,1441.0,8192.0,0.0,3219.0,3273.0
0.251,0.314,99.435,0.0,0.0,0.0,32768.0,178176.0,11256.0,0.0,32768.0,0.0,1955.0,2322.0
0.630,0.441,98.866,0.0,0.0,0.063,16384.0,174080.0,13596.0,0.0,16384.0,0.0,2545.0,3024.0
0.125,0.313,99.499,0.0,0.0,0.063,4096.0,239104.0,13500.0,0.0,4096.0,0.0,1929.0,1969.0
0.063,0.063,99.812,0.063,0.0,0.0,0.0,46592.0,19080.0,0.0,0.0,0.0,1644.0,1502.0
0.063,0.188,99.749,0.0,0.0,0.0,0.0,117760.0,14940.0,0.0,0.0,0.0,1322.0,1455.0
0.126,0.126,99.686,0.0,0.0,0.063,0.0,409600.0,12420.0,0.0,0.0,0.0,1493.0,1632.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,110592.0,18360.0,0.0,0.0,0.0,1112.0,1308.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,9728.0,23490.0,0.0,0.0,0.0,1057.0,1176.0
0.189,0.252,99.559,0.0,0.0,0.0,0.0,62464.0,19263.0,0.0,0.0,0.0,1588.0,1803.0
0.188,0.188,99.561,0.0,0.0,0.063,0.0,48640.0,13416.0,0.0,0.0,0.0,1357.0,1473.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,28160.0,13191.0,1339.0,0.0,0.0,1117.0,1341.0
0.063,0.188,99.749,0.0,0.0,0.0,0.0,111104.0,10260.0,0.0,0.0,0.0,1275.0,1426.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,9728.0,15300.0,0.0,0.0,0.0,1147.0,1251.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13500.0,0.0,0.0,0.0,915.0,1067.0
0.442,0.442,98.989,0.0,0.0,0.126,20480.0,35328.0,9039.0,3839.0,0.0,0.0,1726.0,2064.0
1.344,0.896,97.567,0.0,0.0,0.192,5021696.0,2850304.0,7462.0,60.0,4096.0,0.0,3196.0,3952.0
6.071,3.936,88.459,1.134,0.0,0.400,22716416.0,108544.0,52207.0,182538.0,184320.0,0.0,14741.0,16226.0
1.150,2.300,96.166,0.256,0.0,0.128,9707520.0,16384.0,7988.0,9922.0,57344.0,0.0,5948.0,6208.0
0.063,0.063,99.875,0.0,0.0,0.0,90112.0,538624.0,12396.0,106623.0,0.0,0.0,1059.0,1124.0
0.568,0.315,99.054,0.0,0.0,0.063,32768.0,10240.0,12997.0,18780.0,0.0,0.0,1982.0,2290.0
0.377,0.251,99.372,0.0,0.0,0.0,0.0,57856.0,8968.0,3188.0,0.0,0.0,1698.0,1880.0
0.063,0.188,99.749,0.0,0.0,0.0,0.0,78336.0,6120.0,0.0,0.0,0.0,1219.0,1383.0
0.125,0.062,99.750,0.0,0.0,0.062,0.0,0.0,6660.0,0.0,0.0,0.0,1028.0,1116.0
0.251,0.189,99.497,0.063,0.0,0.0,0.0,458240.0,6840.0,0.0,0.0,0.0,1344.0,1425.0
0.692,0.189,99.057,0.0,0.0,0.063,0.0,43008.0,6756.0,0.0,0.0,0.0,1394.0,1409.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7572.0,0.0,0.0,0.0,929.0,1077.0
0.188,0.126,99.623,0.0,0.0,0.063,143360.0,65536.0,17756.0,160727.0,0.0,0.0,1471.0,1490.0
0.694,0.442,98.801,0.0,0.0,0.063,0.0,43008.0,18417.0,7571.0,0.0,0.0,3185.0,3599.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,202240.0,14040.0,0.0,0.0,0.0,1229.0,1232.0
0.125,0.125,99.686,0.0,0.0,0.063,24576.0,249856.0,17712.0,34479.0,0.0,0.0,1175.0,1282.0
0.188,0.503,99.246,0.0,0.0,0.063,20480.0,0.0,14142.0,11511.0,12288.0,0.0,2174.0,2913.0
0.315,0.818,98.867,0.0,0.0,0.0,4096.0,19456.0,3420.0,0.0,4096.0,0.0,2595.0,3696.0
0.252,0.441,99.056,0.126,0.0,0.126,208896.0,36352.0,19228.0,85329.0,0.0,0.0,1746.0,2111.0
0.315,0.441,99.181,0.0,0.0,0.063,4096.0,58368.0,15103.0,16653.0,4096.0,0.0,2187.0,2639.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,6144.0,9000.0,0.0,0.0,0.0,1303.0,1477.0
0.378,0.503,98.930,0.0,0.0,0.189,331776.0,0.0,8100.0,0.0,16384.0,0.0,1990.0,2645.0
0.314,0.377,99.121,0.126,0.0,0.063,643072.0,581120.0,23443.0,802023.0,0.0,0.0,1527.0,1878.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,10752.0,3780.0,0.0,0.0,0.0,910.0,1063.0
0.126,0.314,99.561,0.0,0.0,0.0,0.0,48128.0,3780.0,0.0,0.0,0.0,1219.0,1472.0
0.441,0.441,99.055,0.0,0.0,0.063,0.0,45568.0,15863.0,19711.0,0.0,0.0,1892.0,2314.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,7168.0,5727.0,1339.0,0.0,0.0,873.0,1153.0
0.0,0.125,99.812,0.0,0.0,0.063,0.0,111616.0,4056.0,0.0,0.0,0.0,865.0,1148.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,10752.0,4236.0,0.0,0.0,0.0,782.0,1034.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4320.0,0.0,0.0,0.0,685.0,970.0
0.188,0.251,99.498,0.0,0.0,0.063,20480.0,55808.0,9576.0,29166.0,0.0,0.0,1083.0,1324.0
0.063,0.315,99.559,0.0,0.0,0.063,49152.0,48128.0,6112.0,3405.0,49152.0,0.0,1536.0,1926.0
0.189,0.189,99.623,0.0,0.0,0.0,24576.0,90112.0,4320.0,0.0,24576.0,0.0,1244.0,1568.0
0.063,0.125,99.687,0.0,0.0,0.125,57344.0,0.0,4806.0,0.0,57344.0,0.0,1071.0,1374.0
0.0,0.0,100.0,0.0,0.0,0.0,36864.0,0.0,10158.0,31866.0,16384.0,0.0,738.0,995.0
0.315,0.315,99.244,0.126,0.0,0.0,159744.0,0.0,14502.0,44311.0,12288.0,0.0,1625.0,2119.0
0.063,0.377,99.435,0.063,0.0,0.063,16384.0,28672.0,10455.0,10321.0,0.0,0.0,1437.0,1836.0
0.063,0.251,99.686,0.0,0.0,0.0,0.0,124416.0,17213.0,14077.0,0.0,0.0,1327.0,1702.0
0.126,0.189,99.623,0.0,0.0,0.063,0.0,0.0,14250.0,22774.0,0.0,0.0,1353.0,1864.0
0.063,0.125,99.750,0.0,0.0,0.063,12288.0,262144.0,11520.0,22971.0,0.0,0.0,1054.0,1345.0
0.252,0.315,99.370,0.0,0.0,0.063,16384.0,0.0,15076.0,30144.0,0.0,0.0,1753.0,2215.0
0.189,0.883,98.549,0.126,0.0,0.252,126976.0,459776.0,18123.0,33272.0,0.0,0.0,2978.0,4028.0
0.063,0.188,99.750,0.0,0.0,0.0,0.0,76288.0,6002.0,9168.0,0.0,0.0,928.0,1180.0
0.251,0.314,99.246,0.063,0.0,0.126,4096.0,321024.0,18166.0,29727.0,0.0,0.0,1812.0,2250.0
0.252,0.566,99.119,0.0,0.0,0.063,1503232.0,195072.0,24870.0,33332.0,0.0,0.0,2273.0,3069.0
0.062,0.125,99.750,0.0,0.0,0.062,0.0,12288.0,3600.0,0.0,0.0,0.0,829.0,1143.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7814.0,9108.0,0.0,0.0,760.0,1008.0
0.126,0.755,99.057,0.0,0.0,0.063,348160.0,4096.0,32577.0,887972.0,16384.0,0.0,2116.0,2426.0
0.316,1.200,98.168,0.190,0.0,0.126,32768.0,40960.0,5926.0,19677.0,0.0,0.0,2474.0,3052.0
0.126,0.189,99.623,0.0,0.0,0.063,0.0,43520.0,3876.0,0.0,0.0,0.0,1004.0,1289.0
0.189,0.252,99.559,0.0,0.0,0.0,0.0,206848.0,5358.0,0.0,0.0,0.0,1417.0,1680.0
0.063,0.126,99.811,0.0,0.0,0.0,0.0,5632.0,5232.0,0.0,0.0,0.0,1044.0,1307.0
0.062,0.062,99.875,0.0,0.0,0.0,0.0,203776.0,4236.0,0.0,0.0,0.0,801.0,1060.0
0.0,0.0,99.937,0.0,0.0,0.063,0.0,10752.0,6986.0,9108.0,0.0,0.0,745.0,1035.0
0.126,0.377,99.434,0.0,0.0,0.063,0.0,51200.0,12657.0,7571.0,0.0,0.0,1728.0,2270.0
0.188,0.251,99.561,0.0,0.0,0.0,0.0,68608.0,3600.0,0.0,0.0,0.0,1321.0,1665.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,6656.0,4731.0,1339.0,0.0,0.0,895.0,1246.0
0.188,0.125,99.625,0.0,0.0,0.063,4096.0,283136.0,4320.0,0.0,0.0,0.0,884.0,1136.0
0.570,0.127,99.303,0.0,0.0,0.0,0.0,9728.0,4902.0,0.0,0.0,0.0,1317.0,1186.0
1.072,0.820,97.856,0.0,0.0,0.252,0.0,0.0,35309.0,98570.0,0.0,0.0,3118.0,3927.0
0.637,1.720,97.516,0.0,0.0,0.127,0.0,28672.0,11405.0,11204.0,0.0,0.0,4859.0,5455.0
0.695,0.695,98.484,0.0,0.0,0.126,8192.0,56320.0,7418.0,9168.0,8192.0,0.0,2286.0,3029.0
0.063,0.313,99.561,0.0,0.0,0.063,0.0,65536.0,12939.0,23520.0,0.0,0.0,1358.0,1686.0
1.396,1.586,96.827,0.0,0.0,0.190,28672.0,0.0,39065.0,99905.0,28672.0,0.0,5104.0,6173.0
0.125,0.188,99.624,0.0,0.0,0.063,0.0,0.0,6253.0,5316.0,0.0,0.0,1272.0,1524.0
0.189,0.314,99.434,0.0,0.0,0.063,0.0,0.0,20313.0,770892.0,0.0,0.0,1907.0,2516.0
0.0,0.063,99.875,0.0,0.0,0.063,0.0,0.0,6806.0,10564.0,0.0,0.0,961.0,1250.0
0.565,0.503,98.681,0.188,0.0,0.063,0.0,159744.0,15135.0,7571.0,0.0,0.0,1982.0,2477.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3876.0,0.0,0.0,0.0,820.0,1084.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,353792.0,3960.0,0.0,0.0,0.0,827.0,1083.0
0.315,0.378,99.244,0.0,0.0,0.063,147456.0,84992.0,3420.0,0.0,0.0,0.0,1359.0,1513.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,589824.0,4329.0,0.0,0.0,0.0,865.0,1041.0
0.0,0.125,99.812,0.0,0.0,0.062,3796992.0,24576.0,3420.0,0.0,0.0,0.0,834.0,1062.0
0.126,0.189,99.686,0.0,0.0,0.0,0.0,97792.0,4236.0,0.0,0.0,0.0,1034.0,1273.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,197632.0,3240.0,0.0,0.0,0.0,654.0,946.0
0.634,0.951,98.161,0.0,0.0,0.254,0.0,0.0,36581.0,93915.0,0.0,0.0,3196.0,4667.0
0.572,1.716,97.584,0.0,0.0,0.127,0.0,0.0,11381.0,15879.0,0.0,0.0,4020.0,4898.0
0.188,0.188,99.561,0.0,0.0,0.063,0.0,49152.0,12903.0,27691.0,0.0,0.0,1462.0,1778.0
0.126,0.314,99.560,0.0,0.0,0.0,24576.0,0.0,3060.0,0.0,24576.0,0.0,1620.0,2144.0
0.693,0.441,98.803,0.0,0.0,0.063,0.0,83456.0,8859.0,10254.0,0.0,0.0,2077.0,2404.0
0.063,0.063,99.812,0.0,0.0,0.063,0.0,6656.0,6626.0,9108.0,0.0,0.0,1114.0,1307.0
0.504,0.693,98.677,0.0,0.0,0.126,0.0,276480.0,10964.0,3753.0,0.0,0.0,2680.0,3673.0
0.439,0.314,99.184,0.0,0.0,0.063,0.0,14848.0,16103.0,16679.0,0.0,0.0,1584.0,2037.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,111616.0,4776.0,0.0,0.0,0.0,858.0,1046.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,34816.0,5718.0,0.0,0.0,0.0,989.0,1227.0
0.251,0.125,99.561,0.0,0.0,0.063,0.0,65024.0,3420.0,0.0,0.0,0.0,1124.0,1284.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,6144.0,4551.0,1339.0,0.0,0.0,944.0,1148.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,110080.0,2880.0,0.0,0.0,0.0,894.0,1081.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,9728.0,2700.0,0.0,0.0,0.0,769.0,1041.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3060.0,0.0,0.0,0.0,686.0,1004.0
0.063,0.125,99.749,0.0,0.0,0.063,40960.0,0.0,4470.0,0.0,40960.0,0.0,1206.0,1505.0
0.314,0.377,99.182,0.063,0.0,0.063,131072.0,78848.0,3036.0,60.0,131072.0,0.0,1655.0,1855.0
0.063,0.125,99.750,0.0,0.0,0.063,122880.0,397312.0,5505.0,0.0,122880.0,0.0,1196.0,1542.0
0.0,0.063,99.937,0.0,0.0,0.0,32768.0,0.0,7371.0,0.0,32768.0,0.0,753.0,1022.0
0.188,0.126,99.623,0.0,0.0,0.063,32768.0,0.0,3495.0,60.0,32768.0,0.0,1102.0,1431.0
0.252,0.189,99.497,0.0,0.0,0.063,0.0,43520.0,7394.0,9441.0,0.0,0.0,1229.0,1770.0
0.188,0.125,99.498,0.188,0.0,0.0,49152.0,604160.0,7190.0,2702.0,49152.0,0.0,978.0,1332.0
0.695,0.190,99.052,0.0,0.0,0.063,0.0,143872.0,3156.0,0.0,0.0,0.0,1437.0,1771.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,2796.0,0.0,0.0,0.0,641.0,902.0
0.0,0.062,99.938,0.0,0.0,0.0,0.0,263168.0,3336.0,0.0,0.0,0.0,863.0,1213.0
0.0,0.126,99.811,0.0,0.0,0.063,0.0,0.0,2436.0,0.0,0.0,0.0,879.0,1178.0
0.504,0.504,98.676,0.126,0.0,0.189,32768.0,6656.0,9432.0,4218.0,24576.0,0.0,2030.0,2538.0
0.062,0.062,99.875,0.0,0.0,0.0,0.0,102912.0,2520.0,0.0,0.0,0.0,689.0,962.0
0.126,0.189,99.685,0.0,0.0,0.0,0.0,81920.0,2880.0,0.0,0.0,0.0,1118.0,1349.0
0.0,0.062,99.938,0.0,0.0,0.0,0.0,188928.0,5367.0,0.0,0.0,0.0,817.0,1100.0
